datetime,strategy,market,side,size,orderPrice,tradingviewPrice,priceGap,status,orderId,accountId
2023-08-10T07:24:34.865Z,CrossunderTrendline,SUSHI-USD,SELL,1,0.711,,NaN,FILLED,20295e168760d9a59a0e565c8ba05738d33aa3434a12f0b676e1608a9002368,025c6aaa-2d21-5419-aca6-4bf495b04dc1
2023-08-14T09:35:30.641Z,CrossunderTrendline,SUSHI-USD,SELL,1,0.78,0.78,0,FILLED,20fc64d27ff12ee0f687b76ccc98fed35b1f337baa5f922d21c9b98b71d6b0c,025c6aaa-2d21-5419-aca6-4bf495b04dc1
2023-08-14T13:43:29.910Z,CrossunderTrendline,SUSHI-USD,SELL,1,0.78,0.781,-0.0010000000000000009,FILLED,109a4380c59f61986a1d93677c1c9b023734beb905fd918c1d82db654d6ad17,025c6aaa-2d21-5419-aca6-4bf495b04dc1
2023-08-15T05:57:43.302Z,CrossunderTrendline,SUSHI-USD,BUY,1,0.773,0.773,0,FILLED,2d17879cd800f8907a8e82f60f69c3755bcb553390a1b9d155f9f85101ccdd8,025c6aaa-2d21-5419-aca6-4bf495b04dc1
2023-08-15T13:04:37.975Z,CrossunderTrendline,SUSHI-USD,SELL,1,0.783,0.783,0,FILLED,74484459e416b35b0aa8b5c1d2b72794641cedb4c8059531708770295ec46f4,025c6aaa-2d21-5419-aca6-4bf495b04dc1
2023-08-15T13:15:23.825Z,CrossunderTrendline2,SUSHI-USD,BUY,1,0.782,0.781,0.0010000000000000009,FILLED,31827feb738a94d724487d461e8c7008e9d23b3a0d55099abf9d6a00d9b9d97,025c6aaa-2d21-5419-aca6-4bf495b04dc1
